id,company,product,type_name,inches,ram,weight,cpu_brand,cpu_generation,os_type,gpu_brand,gpu_type,memory_hdd,memory_ssd,memory_hybrid,memory_flash_storage,ips,retina,touchscreen,resolution_x,resolution_y,price
6612197,Dell,Inspiron 3567,Notebook,15.6,8,2.3,Intel,i3,Windows,Intel,integrated,1000,0,0,0,0,0,0,1366,768,459
5099862,Acer,Aspire A315-51,Notebook,15.6,4,2.1,Intel,i3,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,449
1380718,MSI,GT80S 6QF-074US,Gaming,18.4,32,4.4,Intel,i7,Windows,Nvidia,dedicated,1000,512,0,0,0,0,0,1920,1080,2799
3093053,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,8,1.9,Intel,i5,Windows,AMD,dedicated,1000,128,0,0,0,0,0,1920,1080,813
2379266,HP,Spectre x360,2 in 1 Convertible,13.3,8,1.29,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,1,3840,2160,1499
9952432,Dell,Inspiron 5570,Notebook,15.6,16,2.02,Intel,i7,Linux,AMD,dedicated,2000,256,0,0,0,0,0,1920,1080,1049
1403182,Dell,XPS 13,Ultrabook,13.3,8,1.23,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1399
4442628,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,1.4,Intel,i7,Windows,Intel,integrated,0,512,0,0,1,0,1,3840,2160,1849
5895262,Toshiba,Satellite Pro,Notebook,15.6,8,2.0,Intel,i5,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,793
2891079,Xiaomi,Mi Notebook,Notebook,15.6,8,1.95,Intel,i5,No OS,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,1199
3790174,Dell,Inspiron 7773,Notebook,17.3,16,2.77,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,0,0,1,1920,1080,1549
5390619,Dell,XPS 15,Notebook,15.6,16,2.06,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,0,0,1,3840,2160,2397
6280119,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.4,Intel,i5,No OS,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,779
5141214,Acer,Swift 7,Ultrabook,13.3,8,1.12,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,989
3316902,Dell,Inspiron 5770,Notebook,17.3,8,2.8,Intel,i7,Windows,AMD,dedicated,1000,128,0,0,0,0,0,1920,1080,1085
6693961,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,16,1.42,Intel,i7,Windows,Intel,integrated,0,1000,0,0,0,0,1,2560,1440,2824
1422612,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,4,1.3,Intel,Dual,Windows,Intel,integrated,0,0,0,32,1,0,0,1920,1080,260
1283932,Xiaomi,Mi Notebook,Ultrabook,13.3,8,1.3,Intel,i5,No OS,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,999
7621404,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8,2.8,Intel,i5,No OS,Nvidia,dedicated,0,256,0,0,0,0,0,1600,900,698
5453672,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,1.62,Intel,i7,Windows,Intel,integrated,1000,0,0,0,1,0,1,1920,1080,839
3606207,HP,ProBook 470,Notebook,17.3,8,2.5,Intel,i5,Windows,Nvidia,dedicated,1000,0,0,0,1,0,0,1920,1080,914
5813436,Razer,Blade Pro,Gaming,17.3,32,3.49,Intel,i7,Windows,Nvidia,dedicated,0,1000,0,0,0,0,1,3840,2160,6099
6592668,HP,ProBook 430,Notebook,13.3,8,1.49,Intel,i5,Windows,Intel,integrated,0,512,0,0,0,0,0,1920,1080,959
5372953,HP,Omen 17-W295,Gaming,17.3,16,3.35,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,1,0,0,1920,1080,1379
9101682,HP,Probook 470,Notebook,17.3,8,2.5,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,1045
4862478,Dell,Inspiron 7577,Gaming,15.6,16,2.65,Intel,i7,Windows,Nvidia,dedicated,1000,512,0,0,1,0,0,3840,2160,1845
8648363,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,4,2.1,Intel,i5,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,493
5060088,Acer,Aspire E5-576G,Notebook,15.6,8,2.23,Intel,i7,Windows,Nvidia,dedicated,1000,0,0,0,0,0,0,1920,1080,742
7003481,Lenovo,Legion Y720-15IKB,Gaming,15.6,16,3.2,Intel,i7,Windows,Nvidia,dedicated,1000,512,0,0,1,0,0,1920,1080,1749
3381880,Dell,Precision 7520,Workstation,15.6,16,2.8,Intel,E3-1505M,Windows,Nvidia,dedicated,1000,256,0,0,0,0,0,3840,2160,3055
5235883,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,2.4,Intel,i7,No OS,Nvidia,dedicated,0,512,0,0,0,0,0,1920,1080,1398
6635237,Dell,Inspiron 3567,Notebook,15.6,6,2.3,Intel,i3,Windows,Intel,integrated,1000,0,0,0,0,0,1,1366,768,439
9695151,Dell,XPS 13,Ultrabook,13.3,8,1.21,Intel,i7,Windows,Intel,integrated,0,256,0,0,1,0,1,3840,2160,1949
9001030,Dell,XPS 13,Ultrabook,13.3,8,1.2,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1449
5028014,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,2.2,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1366,768,597
1922158,Acer,Aspire 7,Notebook,15.6,8,2.4,Intel,i7,Linux,Nvidia,dedicated,1000,0,0,0,0,0,0,1920,1080,779
4297762,Asus,ROG GL703VD-GC028T,Gaming,17.3,16,2.9,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,0,0,0,1920,1080,1407
4610803,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,4,2.1,Intel,i3,No OS,Intel,integrated,500,0,0,0,0,0,0,1920,1080,349
3205502,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,2.2,Intel,i5,No OS,Intel,integrated,0,256,0,0,0,0,0,1920,1080,549
8252265,Huawei,MateBook X,Ultrabook,13.0,8,1.05,Intel,i7,Windows,Intel,integrated,0,512,0,0,1,0,0,2160,1440,1499
9354140,Dell,Inspiron 5370,Ultrabook,13.3,8,1.4,Intel,i7,Windows,AMD,dedicated,0,256,0,0,1,0,0,1920,1080,931
1711480,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,8,2.8,Intel,i5,No OS,Nvidia,dedicated,1000,0,0,0,0,0,0,1600,900,589
7998232,HP,Probook 440,Notebook,14.0,8,1.63,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,1031
3051038,Dell,Latitude 5490,Ultrabook,14.0,8,1.6,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1149
7412947,Dell,Inspiron 5379,2 in 1 Convertible,13.3,16,1.62,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,1,1920,1080,1279
9005892,Dell,Inspiron 3576,Notebook,15.6,8,2.2,Intel,i5,Linux,AMD,dedicated,0,256,0,0,0,0,0,1920,1080,677
9390454,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,8,1.74,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,899
9073517,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,8,1.2,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1363
3284519,HP,ProBook 450,Notebook,15.6,8,2.1,Intel,i5,Windows,Intel,integrated,1000,0,0,0,0,0,0,1920,1080,794
1725414,Dell,Alienware 17,Gaming,17.3,16,4.42,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,1,0,0,1920,1080,2456
5075075,Acer,Aspire E5-576G,Notebook,15.6,8,2.2,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,832
7436397,Dell,Inspiron 5567,Notebook,15.6,16,2.3,Intel,i7,Windows,AMD,dedicated,1000,0,0,0,0,0,1,1920,1080,859
2579949,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,8,2.0,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,769
3301667,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,8,2.69,Intel,i5,Windows,Nvidia,dedicated,500,256,0,0,0,0,0,1920,1080,891
4958992,HP,ZBook 15u,Notebook,15.6,8,1.9,Intel,i7,Windows,AMD,dedicated,1000,0,0,0,0,0,0,1920,1080,1269
6001115,Asus,Pro P2540UA-XO0198T,Notebook,15.6,4,2.37,Intel,i3,Windows,Intel,integrated,1000,0,0,0,0,0,0,1366,768,398
4063846,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,4,2.1,AMD,9000e,Windows,AMD,dedicated,500,0,0,0,0,0,0,1366,768,330
1729753,Lenovo,Legion Y720-15IKB,Gaming,15.6,16,3.2,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,1,0,0,1920,1080,1499
8259646,Dell,Vostro 5468,Notebook,14.0,8,1.6,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,859
7512130,Acer,Aspire R7,2 in 1 Convertible,13.3,8,1.6,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,1,1920,1080,689
7106466,Dell,Inspiron 5567,Notebook,15.6,16,2.36,Intel,i7,Linux,AMD,dedicated,0,256,0,0,0,0,0,1920,1080,899
1590084,Acer,Aspire A315-51,Notebook,15.6,4,2.1,Intel,i3,Linux,Intel,integrated,1000,0,0,0,0,0,0,1366,768,390
3275171,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,4,2.2,AMD,A10-9620P,Windows,AMD,dedicated,1000,128,0,0,0,0,0,1920,1080,575
6160702,Asus,ROG G703VI-E5062T,Gaming,17.3,32,4.7,Intel,i7,Windows,Nvidia,dedicated,1000,512,0,0,0,0,0,1920,1080,3890
6676364,Acer,Nitro AN515-51,Gaming,15.6,8,2.5,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,846
6934548,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,2.2,Intel,i3,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,589
3011384,Asus,VivoBook Pro,Notebook,17.3,8,2.1,Intel,i7,Windows,Nvidia,dedicated,1000,128,0,0,0,0,0,1920,1080,1145
1374202,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,8,2.69,Intel,i7,No OS,Nvidia,dedicated,1000,128,0,0,0,0,0,1920,1080,889
4688003,Dell,Inspiron 5577,Gaming,15.6,8,2.56,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,879
3304683,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8,1.38,Intel,i7,Windows,Intel,integrated,0,256,0,0,1,0,1,1920,1080,1079
7504936,Dell,Inspiron 5570,Notebook,15.6,8,2.2,Intel,i7,Windows,AMD,dedicated,2000,128,0,0,0,0,0,1920,1080,985
5458109,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,8,2.04,Intel,i5,Windows,Intel,integrated,1000,0,0,0,0,0,1,1366,768,559
8106506,Asus,Rog G701VIK-BA060T,Gaming,17.3,16,3.6,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,2999
3055367,HP,ProBook 430,Notebook,13.3,4,1.49,Intel,i5,Windows,Intel,integrated,500,0,0,0,1,0,0,1920,1080,675
6965963,Apple,MacBook Pro,Ultrabook,13.3,8,1.37,Intel,i5,macOS,Intel,integrated,0,512,0,0,1,1,0,2560,1600,2040
8005325,Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,2.08,Intel,i7,Windows,Intel,integrated,1000,0,0,0,1,0,1,1920,1080,819
1836483,Asus,ROG G752VSK-GC493T,Gaming,17.3,16,4.3,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,0,0,0,1920,1080,1799
8953828,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,1.68,AMD,9420,Windows,AMD,dedicated,1000,0,0,0,0,0,0,1366,768,469
7703253,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,1.37,Intel,i7,Windows,Intel,integrated,0,512,0,0,1,0,1,1920,1080,1849
5455416,Acer,Aspire 5,Notebook,17.3,4,3.0,Intel,i3,Windows,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,702
5635613,Dell,Vostro 5370,Ultrabook,13.3,8,1.41,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,949
5009762,HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,8,1.91,AMD,A6-9220,Windows,AMD,dedicated,0,128,0,0,0,0,0,1366,768,445
4767334,HP,Envy 17-U275cl,Notebook,17.3,16,2.9,Intel,i7,Windows,Nvidia,dedicated,1000,0,0,0,1,0,0,1920,1080,1059
9157769,MSI,GT73EVR 7RE,Gaming,17.3,16,4.14,Intel,i7,Windows,Nvidia,dedicated,1000,512,0,0,0,0,0,1920,1080,2499
7964103,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8,2.0,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,1,0,1,1920,1080,1699
9869141,Dell,Inspiron 5770,Notebook,17.3,8,2.8,Intel,i7,Windows,AMD,dedicated,1000,128,0,0,0,0,0,1920,1080,1142
3779788,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,2.2,Intel,i3,No OS,Intel,integrated,0,256,0,0,0,0,0,1920,1080,444
5346081,HP,ProBook 450,Notebook,15.6,4,2.1,Intel,i5,Windows,Intel,integrated,500,0,0,0,1,0,0,1920,1080,722
6805422,Dell,Vostro 3568,Notebook,15.6,4,2.18,Intel,i5,Windows,Intel,integrated,1000,0,0,0,0,0,0,1920,1080,657
9592036,Dell,Inspiron 3567,Notebook,15.6,8,2.24,Intel,i5,Windows,AMD,dedicated,1000,0,0,0,0,0,0,1920,1080,565
3714210,Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,2.67,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,1,1920,1080,799
7904302,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,1.1,Intel,i7,Windows,Intel,integrated,0,1024,0,0,0,0,1,1920,1080,1499
5128076,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,2.2,Intel,i5,No OS,Intel,integrated,1000,0,0,0,0,0,0,1920,1080,467
6632931,HP,Probook 470,Notebook,17.3,8,2.5,Intel,i7,Windows,Nvidia,dedicated,1000,0,0,0,0,0,0,1920,1080,1018
5587263,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,8,2.05,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,880
4132701,Apple,MacBook Pro,Ultrabook,13.3,8,1.37,Intel,i5,macOS,Intel,integrated,0,512,0,0,1,1,0,2560,1600,1958
2740496,Asus,Rog Strix,Gaming,17.3,16,3.2,AMD,1700,Windows,AMD,dedicated,1000,256,0,0,0,0,0,1920,1080,1549
7371561,Dell,Inspiron 3576,Notebook,15.6,8,2.14,Intel,i7,Linux,AMD,dedicated,0,256,0,0,0,0,0,1920,1080,735
2417465,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,1.36,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,1,2560,1440,2499
9952171,Toshiba,Satellite Pro,Notebook,15.6,8,2.2,Intel,i7,Windows,Nvidia,dedicated,500,0,0,0,0,0,0,1366,768,812
9100292,Dell,Inspiron 5567,Notebook,15.6,12,2.3,Intel,i7,Windows,Intel,integrated,1000,0,0,0,0,0,0,1366,768,713
9000126,Dell,Inspiron 5770,Notebook,17.3,8,2.8,Intel,i7,Linux,AMD,dedicated,1000,128,0,0,0,0,0,1920,1080,1099
5752499,Acer,Aspire A515-51G,Notebook,15.6,8,2.2,Intel,i7,Windows,Nvidia,dedicated,1000,0,0,0,1,0,0,1920,1080,745
9411062,Lenovo,IdeaPad 320-17ISK,Notebook,17.3,4,2.8,Intel,i3,Windows,Intel,integrated,1000,0,0,0,0,0,0,1600,900,489
2811904,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8,2.8,Intel,i7,No OS,Nvidia,dedicated,2000,0,0,0,0,0,0,1920,1080,849
1667803,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,2.8,Intel,i7,Windows,Nvidia,dedicated,1000,128,0,0,0,0,0,1600,900,859
3825104,Dell,Inspiron 3567,Notebook,15.6,4,2.25,Intel,i3,Linux,AMD,dedicated,1000,0,0,0,0,0,0,1920,1080,428
7040804,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.5,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,829
7851464,Lenovo,Ideapad 320-15IKBN,Notebook,15.6,6,2.2,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,579
8664016,Acer,Aspire A517-51G,Notebook,15.6,8,3.0,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,951
4493683,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,12,2.15,Intel,i7,Windows,Intel,integrated,1000,0,0,0,1,0,1,1920,1080,659
6178022,Lenovo,Thinkpad T570,Notebook,15.6,8,1.95,Intel,i7,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,1097
3314732,Asus,VivoBook S15,Ultrabook,15.6,8,1.7,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,977
9254579,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,2.5,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,1,0,0,1920,1080,1179
5597869,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,2.2,Intel,i7,No OS,Nvidia,dedicated,1000,0,0,0,0,0,0,1920,1080,659
3840240,Acer,Chromebook C910-C2ST,Notebook,15.6,2,2.19,Intel,Dual,Chrome OS,Intel,integrated,0,16,0,0,0,0,0,1366,768,199
4356626,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,8,3.0,Intel,i7,Windows,Nvidia,dedicated,1000,0,0,0,0,0,0,1920,1080,1187
5874067,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,2.54,Intel,i3,Windows,Intel,integrated,1000,0,0,0,0,0,0,1600,900,489
4658909,Dell,XPS 15,Notebook,15.6,8,2.0,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,1829
6828442,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,8,2.05,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,739
6828416,Lenovo,Legion Y720-15IKB,Gaming,15.6,8,3.2,Intel,i7,Windows,Nvidia,dedicated,1000,0,0,0,1,0,0,1920,1080,1299
3836511,Acer,Aspire A715-71G,Notebook,15.6,8,2.5,Intel,i7,Linux,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,979
1289702,Dell,Precision 7720,Workstation,17.3,16,3.42,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,2884
4882995,Lenovo,IdeaPad 310-15ABR,Notebook,15.6,6,2.4,AMD,9600P,Windows,AMD,dedicated,1000,0,0,0,0,0,0,1920,1080,499
8831281,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,16,1.63,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,0,0,0,1920,1080,1468
6382974,Asus,VivoBook S14,Notebook,14.0,4,1.3,Intel,i3,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,509
5299157,Asus,Rog GL702VS-GC095T,Gaming,17.3,16,2.9,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,0,0,0,1920,1080,2122
9102590,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,2.8,Intel,i5,Windows,Nvidia,dedicated,1000,0,0,0,0,0,0,1600,900,649
2187552,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,2.2,Intel,i5,No OS,Nvidia,dedicated,2000,0,0,0,0,0,0,1366,768,549
6318733,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,2.5,Intel,i7,Windows,Nvidia,dedicated,1000,128,0,0,0,0,0,1920,1080,1265
4758382,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,2.2,Intel,Quad,No OS,Intel,integrated,1000,0,0,0,0,0,0,1366,768,359
5155438,HP,EliteBook x360,2 in 1 Convertible,13.3,16,1.28,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,1,1920,1080,1975
4751933,Toshiba,Satellite Pro,Notebook,15.6,8,2.2,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,1043
9169853,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,2.3,Intel,i5,Windows,Nvidia,dedicated,1000,128,0,0,0,0,0,1920,1080,819
1792978,HP,250 G6,Notebook,15.6,4,1.86,Intel,i3,Windows,Intel,integrated,1000,0,0,0,0,0,0,1920,1080,469
9137264,Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,8,1.1,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,999
7023626,Dell,XPS 13,Ultrabook,13.3,16,1.21,Intel,i7,Windows,Intel,integrated,0,1000,0,0,1,0,1,3840,2160,2499
8888588,MSI,GE63VR 7RF,Gaming,15.6,16,2.8,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,1,0,0,1920,1080,2099
2618101,Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,8,2.23,AMD,7410,Windows,AMD,dedicated,0,256,0,0,0,0,0,1920,1080,469
1217964,Asus,VivoBook Flip,2 in 1 Convertible,11.6,2,1.1,Intel,Dual,Windows,Intel,integrated,0,0,0,32,0,0,1,1366,768,275
9064647,Dell,Inspiron 5570,Notebook,15.6,8,2.33,Intel,i5,Windows,AMD,dedicated,1000,128,0,0,0,0,0,1920,1080,844
7490527,HP,Spectre x360,2 in 1 Convertible,13.3,16,1.29,Intel,i7,Windows,Intel,integrated,0,1000,0,0,1,0,1,3840,2160,2449
9605347,Lenovo,ThinkPad 13,Notebook,13.3,4,1.45,Intel,Dual,Chrome OS,Intel,integrated,0,0,0,16,0,0,0,1366,768,459
3735815,HP,ProBook 640,Notebook,14.0,8,1.95,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,980
2170802,Acer,TravelMate B,Notebook,11.6,4,1.4,Intel,Quad,Windows,Intel,integrated,0,0,0,128,0,0,0,1366,768,485
9851339,HP,Elitebook 840,Notebook,14.0,8,1.48,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1292
1785326,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,4,2.79,Intel,i5,Windows,Nvidia,dedicated,1000,0,0,0,0,0,0,1600,900,589
4910981,Asus,ZenBook UX410UA-GV183T,Notebook,14.0,8,2.0,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1094
3218997,HP,ProBook 450,Notebook,15.6,8,2.1,Intel,i7,Windows,Intel,integrated,1000,0,0,0,1,0,0,1366,768,902
2293266,Acer,Aspire 5,Notebook,15.6,8,2.2,AMD,9720P,Windows,AMD,dedicated,0,256,0,0,0,0,0,1366,768,659
6331638,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,4,1.44,Intel,Dual,Windows,Intel,integrated,0,0,0,32,0,0,0,1366,768,292
8949300,Acer,Aspire E5-575,Notebook,15.6,6,2.23,Intel,i5,Windows,Intel,integrated,1000,0,0,0,0,0,0,1366,768,549
4766129,Asus,VivoBook S15,Ultrabook,15.6,8,1.7,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,1049
9636126,HP,Elitebook 820,Ultrabook,12.5,8,1.26,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1335
3706512,Dell,XPS 15,Notebook,15.6,32,2.06,Intel,i7,Windows,Nvidia,dedicated,0,1000,0,0,0,0,1,3840,2160,2639
9025650,MSI,GL72M 7REX,Gaming,17.3,8,2.7,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,0,0,0,1920,1080,1199
8947698,Toshiba,Satellite Pro,Notebook,15.6,8,2.0,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,943
5657100,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,8,2.0,Intel,i7,Windows,Intel,integrated,1000,256,0,0,0,0,0,1920,1080,1334
4292336,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4,1.85,Intel,i3,Windows,Intel,integrated,1000,0,0,0,0,0,0,1920,1080,449
7524229,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,8,2.5,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,999
2622610,HP,EliteBook 840,Notebook,14.0,8,1.48,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1268
8887221,Dell,Inspiron 7570,Ultrabook,15.6,8,1.9,Intel,i5,Windows,Nvidia,dedicated,1000,128,0,0,1,0,0,1920,1080,1049
9887950,HP,Elitebook 850,Notebook,15.6,8,1.84,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1144
5704548,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,4,2.0,Intel,Dual,Linux,Intel,integrated,1000,0,0,0,0,0,0,1366,768,274
5561715,Dell,Inspiron 7570,Notebook,15.6,8,2.0,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,1142
7057109,Dell,Inspiron 3552,Notebook,15.6,4,2.2,Intel,Dual,Linux,Intel,integrated,500,0,0,0,0,0,0,1366,768,274
7523657,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,2.2,AMD,9720P,Windows,AMD,dedicated,2000,0,0,0,0,0,0,1920,1080,899
8837038,HP,ProBook 450,Notebook,15.6,8,2.1,Intel,i3,Windows,Nvidia,dedicated,1000,0,0,0,1,0,0,1920,1080,716
3709054,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,1.4,Intel,i7,Windows,Intel,integrated,0,512,0,0,1,0,1,3840,2160,2099
4536952,Dell,XPS 13,Ultrabook,13.3,8,1.2,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1579
7205424,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,2.4,Intel,i7,Windows,Nvidia,dedicated,2000,256,0,0,1,0,0,1920,1080,1129
8357763,HP,Stream 14-AX001nv,Notebook,14.0,2,1.44,Intel,Dual,Windows,Intel,integrated,0,0,0,32,0,0,0,1366,768,279
9852794,Dell,Latitude 5590,Ultrabook,15.6,16,1.88,Intel,i7,Windows,Intel,integrated,0,768,0,0,0,0,0,1920,1080,1607
3608850,Asus,VivoBook Flip,2 in 1 Convertible,11.6,4,1.5,Intel,Dual,Windows,Intel,integrated,0,0,0,32,0,0,1,1366,768,375
